SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MgO_Cpx,MnO_Cpx,CaO_Cpx,Na2O_Cpx,Cr2O3_Cpx,Total_Cpx,P_kbar
51.1,0.4,1.69,13.7,15.1,0.46,16.5,0.11,0.34,99.4,1
51.9,0.19,1.04,13.9,15.9,0.65,16,0.07,0.25,99.9,1
53.6,0.12,0.59,18,23.9,0.56,2.56,0.02,0.46,99.81,0
53.3,0.14,0.51,18.1,23.3,0.59,3.19,0.01,0.28,99.42,1
53.2,0.12,0.53,18.8,22.8,0.55,3.28,0.02,0.3,99.6,0
52.8,0.15,0.68,19.5,21.7,0.59,3.84,0.04,0.35,99.65,0
52.4,0.15,0.74,20.2,19.7,0.67,5.14,0.03,0.37,99.4,0
51.9,0.17,0.59,21.5,18.8,0.73,5.12,0.02,0.15,98.98,1
52,0.17,1.12,22.3,17.9,0.61,5.82,0.02,0.18,100.12,0
51.8,0.17,1.25,23.4,16.3,0.86,5.59,0.03,0.03,99.43,1
52.4,0.17,0.57,24,17.7,0.73,3.74,0.06,0.09,99.46,2
51.5,0.4,7.5,4.8,22.5,0.005264366445,14.2,0.004850298566,0.008898324879,100.919013,12.5
51.6,0.47,9,7.1,30,0.09,2.4,0.03,0.3,100.99,15
50.9,0.48,8.7,7.8,28.9,0.09,3,0.009672343295,0.3,100.1796723,15
53.4,0.44,5,7.8,30.6,0.11,2.34,0.008181878936,0.31,100.0081819,12.5
51.5,0.6,7.56,8.1,28.8,0.12,2.78,0.005218881119,0.35,99.81521888,10
53.5,0.34,2.75,3.87,16.1,0.1,23.6,0.25,0.7,101.21,3.1
53.7,0.27,2.54,3.94,16.3,0.04,23.8,0.17,0.33,101.09,3.1
51,0.37,2.93,4.15,16.2,0.14,23.1,0.19,0.44,98.52,1
53.2,0.38,2.98,4.45,16.3,0.03,23.6,0.21,0.28,101.43,2.1
50.2,0.57,5.02,4.5,15.6,0.11,22.1,0.28,0.3,98.68,4
52.5,0.4,2.76,4.58,16.5,0.21,23,0.2,0.24,100.39,2.1
51.1,0.48,4.32,4.74,15.6,0.1,22.5,0.3,0.52,99.66,2
50.6,0.56,4.6,5.03,15.8,0.13,22.8,0.27,0.25,100.04,4
51.3,0.36,3.63,5.13,15.9,0.13,21.1,0.26,0.14,97.95,4.1
49.6,0.62,5.28,5.52,15.2,0.13,22.7,0.33,0.17,99.55,4.1
48.9,0.84,6.02,5.99,14.6,0.16,22.7,0.28,0.15,99.64,4.1
49.8,0.69,4.94,6.3,15,0.19,21.5,0.37,0.17,98.96,1
49.9,0.71,6.39,6.37,14.9,0.13,21.1,0.43,0.09,100.02,4.1
49.5,0.65,5.04,6.51,14.6,0.13,20.9,0.35,0.12,97.8,0.5
49.3,0.76,8.52,6.62,12.4,0.23,19.2,0.76,0.1,97.89,0.5
50.5,0.77,6.38,6.87,13.8,0.12,19.9,0.56,0.04,98.94,0.5
48,0.64,6.53,6.94,13.8,0.13,21.5,0.37,0.14,98.05,4
50.4,0.72,8.01,7,13,0.11,19.4,0.78,0.13,99.55,2
48.8,0.73,8.05,7.83,13,0.19,17.8,0.83,0.09,97.32,4
50.1,0.69,6.24,8.11,14.6,0.2,19.7,0.46,0.12,100.22,3.9
48.9,0.86,7.19,8.21,13.7,0.18,20.2,0.5,0.05,99.79,3.9
51.5,0.03,5.44,11.13,23.61,0.19,7.52,0.03,0.61,100.06,30
53.2,0.03,3.19,14.34,20.41,0.18,9.92,0.03,0.28,101.58,30
53.6,0.73,3.03,3.23,20.2,0.001392735165,17.91,0.78,0.006839783486,99.48823252,10
53.6,0.79,3.7,3.52,19.77,0.001942970035,17.51,0.99,0.002376692838,99.88431966,12
54.69,0.58,3.52,3.66,19.92,0.008723938204,16.7,0.99,0.002332422922,100.0710564,11
49.2,0.32,11.25,5.92,16.34,0.17,13.95,0.89,0.009871122637,98.04987112,20
48.5,0.29,12.05,6.02,16.16,0.17,14.1,1,0.0008205925963,98.29082059,20
49.4,0.34,12.83,6.24,15.17,0.16,14.8,1.31,0.003786036017,100.253786,20
50.4,0.29,9.96,6.47,17.5,0.18,14.28,0.68,0.0007980513028,99.76079805,15
49.9,0.34,9.6,6.65,18.38,0.19,13.15,0.63,0.005005774048,98.84500577,15
50.1,0.53,11.13,6.7,13.91,0.15,15.51,1.71,0.006516926475,99.74651693,20
48.6,0.46,11.78,6.81,14.35,0.16,14.9,1.34,0.004734787897,98.40473479,20
50,0.39,9.88,6.96,17.17,0.2,14.08,0.69,0.00884875763,99.37884876,15
50.2,0.52,11.52,7.03,14.22,0.15,14.9,1.6,0.008593657126,100.1485937,20
48.6,0.54,10.96,7.26,13.46,0.14,14.92,1.6,0.003295244585,97.48329524,20
50.5,0.5,7.99,7.45,17.26,0.21,14.88,0.54,0.001098651608,99.33109865,12
50.6,0.44,8.54,7.51,17.88,0.2,13.88,0.64,0.009072590797,99.69907259,12
51.6,0.57,6.23,7.63,18.38,0.22,15.29,0.37,0.005308746055,100.2953087,10
50.8,0.56,8.04,8.18,17.11,0.18,15.21,0.52,0.005526317541,100.6055263,10
49.9,0.47,8.64,8.39,17.18,0.23,14.05,0.62,0.0001278652884,99.48012787,12
49.4,0.53,9.27,8.77,16.36,0.21,13.84,0.76,0.0054468867,99.14544689,15
49.1,0.48,8.6,8.8,17.38,0.23,13.39,0.61,0.003648370885,98.59364837,15
49.4,0.75,5.46,8.86,16.29,0.25,17.33,0.39,0.0002041878021,98.73020419,10
50.8,0.79,4.1,9.09,15.94,0.26,17.96,0.39,0.006940929504,99.33694093,12
49.6,1.02,5.79,9.14,15.44,0.23,17.04,0.5,0.004894096052,98.7648941,10
49.1,1.08,7.17,9.54,15.82,0.27,15.52,0.53,0.00243220352,99.0324322,10
49.6,0.91,5.19,9.59,15.74,0.23,17.36,0.48,0.008475129366,99.10847513,12
50.1,0.91,4.32,9.64,15.69,0.24,17,0.32,0.003877683639,98.22387768,10
49.4,0.74,7.29,9.83,15.22,0.23,15.44,0.76,0.007986062509,98.91798606,15
50.9,0.46,2.18,14.77,19.11,0.4,9.95,0.11,0.0003515392917,97.88035154,0
54.3,0.46,1.1,15.3,24,0.41,4.4,0.09,0.006459744673,100.0664597,0
47.82,0.74,3.37,20.45,6.5,0.6,19.13,0.27,0.08,98.96,15
47.25,0.81,3.87,21.6,5.99,0.64,18.49,0.29,0.12,99.06,15
43.12,1.24,8.7,28.72,0.77,0.86,14.96,0.52,0.46,99.35,22
43.02,0.81,6.92,29.23,1.24,2.11,14.85,0.32,0.006814640055,98.50681464,15
42.49,1.81,7.5,29.83,0.76,0.99,15.32,0.31,0.46,99.47,15
49.88,0.33,8.1,3.21,16.04,0.12,19.95,0.83,1.21,99.67,24
51.42,0.34,7.71,3.42,17.24,0.13,18.74,0.91,1.06,100.97,28
51.16,0.37,7.15,3.42,16.94,0.05,19.03,0.74,1.32,100.18,20
51.28,0.26,8.1,4.64,17.45,0.07,17.15,1.08,0.43,100.46,20
52.31,0.35,7.84,5.42,16.82,0.09,16.35,1.31,0.3,100.79,30
53.9,0.03,2.5,12.3,25,0.18,5.2,0.005933088448,0.85,99.96593309,13
51.8,0.1,5.45,14.01,20.7,0.19,7.79,0.008664168699,0.86,100.9086642,23
50.94,0.17,6.33,14.48,20.27,0.2,8.32,0.006732409981,0.76,101.4767324,23
51.35,0.15,5.95,14.56,19.38,0.19,8.54,0.003818989507,0.72,100.843819,23
49.47,0.91,8.82,10.43,10.4,0.11,18.01,1.91,0.009587790754,100.0695878,16
48.15,0.97,9.11,10.52,12.62,0.22,17.22,1.26,0.002574682617,100.0725747,14
50.84,0.69,7.11,10.81,7.76,0.07,19.14,2.15,0.0005451141599,98.57054511,18
48.13,0.97,7.23,11.27,11.18,0.18,18.84,1.08,0.007205534808,98.88720553,14
51.17,0.59,5.78,11.68,9.1,0.09,19.23,1.78,0.006848098236,99.4268481,18
50.43,0.68,4.61,12.66,9.88,0.12,20.1,1.04,0.004592580743,99.52459258,16
49.52,0.56,3.8,8.26,12.01,0.43,22.8,0.36,0.001697124973,97.74169712,2
49.12,0.68,2.71,9.52,11.72,0.81,22.12,0.8,0.003672477857,97.48367248,0.5
46.91,0.8,5.54,10.28,11.66,0.36,23.3,0.49,0.001561937658,99.34156194,2
45.33,1.31,6.94,11.93,9.81,0.53,22.72,0.61,0.007836014946,99.18783601,2
48.78,0.63,6.42,12.07,8.42,0.63,20.43,0.43,0.003082381606,97.81308238,1
45.78,1.86,4.99,12.42,8.74,1.13,21.3,1,0.00820809491,97.22820809,0.5
46.81,1.29,5.09,12.73,9.15,1.56,21.54,1.1,0.001159738266,99.27115974,2
48.7,0.66,2.26,15.26,7.47,2.2,21.7,0.85,0.004317642956,99.10431764,1.5
46.39,0.87,5.15,15.48,7.15,0.86,22.41,0.56,0.004852240841,98.87485224,2
46.53,1.22,4.52,15.86,6.15,1.62,20.73,0.97,0.002114749185,97.60211475,1.5
44.79,0.98,6.48,16.15,6.46,0.6,22.56,0.4,0.006984201514,98.4269842,1.5
47.29,0.72,4.36,16.71,5.12,1.74,19.42,1.2,0.00790475546,96.56790476,2
46.48,0.9,3.26,16.73,5.85,1.98,20.72,1.04,0.0000907939919,96.96009079,1
45.2,1.71,4.74,19.99,3.54,1.86,21.02,0.88,0.007231860059,98.94723186,1.5
51.9,0.002445361235,6.3,4.61,21.6,0.007633310009,13.8,0.3,1.5,100.0200787,15
52.5,0.01101873507,5.19,4.12,21.28,0.005537392516,15.45,0.0004163566819,1.45,100.0069725,10
51.67,0.16,5.62,4.45,21.82,0.16,14.34,0.22,1.56,100,10
51.8,0.17,5.1,4.6,21.5,0.19,14.9,0.21,1.58,100.05,10
52.9,0.16,4.6,5,20.9,0.008953819009,15.1,0.32,1.1,100.0889538,10
51.5,0.24,6.1,5.1,20.5,0.1,14.9,0.35,1.6,100.39,10
53,0.11,4.5,5.1,24.7,0.2,10.9,0.16,1.5,100.17,10
53.1,0.11,4.3,5.2,24.7,0.2,10.6,0.15,1.68,100.04,10
52.3,0.21,5.5,5.3,19.9,0.003469231765,16,0.26,1,100.4734692,10
51.2,0.17,7.3,5.8,19.6,0.004884596043,14.4,0.32,1.1,99.8948846,10
51.2,0.85,6.8,3.7,18.7,0.05,16.8,0.83,1.05,99.98,10
51.7,0.45,6.5,3.74,19.5,0.12,15.9,0.63,1.4,99.94,10
51.1,1.32,7.8,3.8,18.8,0.007578238036,16.5,0.75,0.0005635310844,100.0781418,10
51.1,0.57,7.2,3.8,19.1,0.1,16.1,0.61,1.41,99.99,10
51.8,0.41,6.6,3.82,20.3,0.1,14.9,0.53,1.5,99.96,10
50,0.61,10.7,4.1,18.1,0.004526104454,15.5,1,0.009803158204,100.0243293,15
51.6,0.39,8.7,4.2,19.1,0.008839968284,15.2,0.9,0.002398782493,100.1012388,15
52.1,0.23,6.8,4.2,21.3,0.1,13.2,0.67,1.47,100.07,15
51.3,0.33,7.8,4.3,20.8,0.09,13.4,0.77,1.14,99.93,15
52.5,0.18,6,4.4,23.1,0.13,11.5,0.45,1.7,99.96,15
49.6,0.63,10.8,4.7,17.4,0.007852006853,15.5,1.09,0.001994669042,99.72984668,15
51.7,1.17,6.8,4.8,20.2,0.006338845794,14.8,0.72,0.009217788849,100.2055566,10
49.5,0.61,11.3,4.9,17.22,0.002535187595,15.3,1.15,0.007134212309,99.9896694,15
50.65,0.47,8.85,5,19.6,0.05,13.83,0.99,0.54,99.98,15
50.8,0.5,8.9,5.2,20.7,0.06,12.4,1,0.5,100.06,15
52.1,0.19,4.93,3.32,20.49,0.13,16.59,0.27,1.97,99.99,10
51.7,0.23,6.1,3.6,19.7,0.009612973239,16.7,0.3,1.74,100.079613,10
51.5,0.27,7.6,3.7,18.5,0.006390198775,17.1,0.44,0.8,99.9163902,10
51.6,0.42,7.3,3.7,18.4,0.008965959493,17,0.46,1.2,100.088966,10
51.84,0.25,7.19,3.7,19,0.004693907214,16.41,0.8,0.82,100.0146939,15
51.57,0.12,6.42,3.76,20.56,0.00429283627,15.43,0.44,1.71,100.0142928,15
52.9,0.13,4.9,3.76,21.3,0.006112014761,15.5,0.25,1.18,99.92611201,10
51.9,0.18,5.7,3.9,20.7,0.11,15.8,0.33,1.4,100.02,10
51.64,0.38,8.16,3.97,19.66,0.009799389422,14.85,0.66,0.75,100.0797994,15
51.1,0.2,7.09,4.11,20.42,0.04,15.19,0.46,1.4,100.01,15
51.51,0.57,6.41,4.31,18.47,0.3,17.08,0.56,0.98,100.19,10
51.62,0.26,5.66,3.48,20.57,0.1,16.4,0.37,1.55,100.01,10
51.61,0.31,5.79,3.6,20.78,0.11,15.7,0.47,1.62,99.99,10
51.34,0.43,6.3,4.06,18.7,0.12,17.2,0.69,1.11,99.95,10
52.38,0.58,5.4,4.3,18.5,0.05,17,0.93,0.84,99.98,10
52.8,0.33,5.4,4.67,22.3,0.13,13.3,0.5,0.56,99.99,10
50.91,0.49,1.75,9.090382,12.2,0.94,23.16,0.57,0.0006374446567,99.11101944,1
49.83,0.55,3.86,8.39,13.47,0.41,22.48,0.33,0.06,99.38,1
50.02,0.65,3.4,8.39,13.14,0.4,22.67,0.41,0.12,99.2,1
50.51,0.55,2.97,8.53,13.15,0.47,23.5,0.51,0.006496063549,100.1964961,1
50.2,0.6,3.45,8.6,13.41,0.36,23.14,0.35,0.03,100.14,1
50.57,0.67,2.6,9.58,11.91,0.85,22.14,0.69,0.007347099525,99.0173471,1
51.82,0.18,3.71,3.34,17.29,0.0003616665117,22.05,0.3,0.0004799808667,98.69084165,1.015
52.4,0.19,3.22,3.6,17.71,0.11,21.58,0.28,0.0007095923349,99.09070959,1.015
51.13,0.16,4.1,4.21,15.94,0.002863835899,23.56,0.26,0.005625125936,99.36848896,5.015
50.77,0.17,4.08,4.56,16.2,0.1,23.03,0.25,0.009345132139,99.16934513,2.027
51.76,0.26,3.5,5.55,16.44,0.12,20.89,0.4,0.00633851682,98.92633852,1.04
50.72,0.26,4.05,5.63,16.49,0.1,22.3,0.21,0.005204667266,99.76520467,2.035
50.59,0.29,4.98,5.69,15.53,0.11,22.3,0.37,0.009481093376,99.86948109,1.038
52.03,0.31,3.3,5.73,16.94,0.17,20.42,0.36,0.008879755401,99.26887976,1.04
50.55,0.29,4.74,5.87,16.14,0.16,20.78,0.35,0.001993793012,98.88199379,2.031
51.82,0.24,4.05,5.95,17.25,0.15,20.57,0.36,0.007655733961,100.3976557,2.019
52.33,0.15,3.24,6.81,16.97,0.3,20.22,0.33,0.009811593933,100.3598116,2.03
51.19,0.43,3.68,6.89,15.89,0.18,21.1,0.42,0.008662375066,99.78866238,1.038
51.52,0.34,3.78,6.91,16.95,0.2,19.79,0.4,0.001534108572,99.89153411,2.019
52.03,0.5,3.14,7.12,16.58,0.22,19.96,0.41,0.005194539205,99.96519454,1.022
51.27,0.38,3.85,7.16,16.45,0.2,19.41,0.44,0.002684895255,99.1626849,2.031
48.77,0.41,5.71,7.2,15.27,0.18,20.93,0.36,0.007594960505,98.83759496,2.027
50.11,0.36,5.48,7.28,16.15,0.16,19.01,0.52,0.00204016706,99.07204017,5.017
51.5,0.38,4.84,7.42,17.01,0.18,18.31,0.5,0.005575185285,100.1455752,5.01
50.9,0.39,4.97,7.48,16.1,0.19,19.1,0.55,0.002635864496,99.68263586,5.02
51.58,0.45,3.18,7.49,16.57,0.2,19.96,0.37,0.002366134581,99.80236613,1.022
51.93,0.56,3.1,7.63,16.33,0.22,20.01,0.41,0.005308449958,100.1953084,1.038
51.45,0.47,3.43,7.67,16.61,0.24,18.99,0.42,0.005870025752,99.28587003,2.031
50.89,0.44,4.89,8.39,16.36,0.2,18.1,0.59,0.005610037884,99.86561004,5.02
51.57,0.26,4.76,4.23,16.97,0.009220052257,21.06,0.32,0.53,99.70922005,2
52.21,0.32,4.87,4.84,16.2,0.14,19.96,0.49,0.55,99.58,2
49.84,0.28,5.62,5.16,15.77,0.0007998749069,21.7,0.3,0.63,99.30079987,2
52.08,0.33,3.92,5.29,16.6,0.17,20.36,0.32,0.38,99.45,2
51.62,0.27,4.23,5.63,16.57,0.004246067657,20.69,0.37,0.4,99.78424607,2
51.08,0.33,4.89,5.71,16.9,0.17,20.47,0.32,0.25,100.12,2
50.88,0.26,4.05,5.75,16.33,0.007317713153,21.82,0.3,0.26,99.65731771,2
52.26,0.3,4.2,5.94,16.87,0.21,19.16,0.46,0.37,99.77,2
52.33,0.41,3.97,6.04,16.3,0.17,19.78,0.39,0.29,99.68,2
51.58,0.36,3.6,6.39,16.4,0.17,20.39,0.33,0.19,99.41,2
52.06,0.39,3.92,6.68,16.34,0.19,19.68,0.42,0.28,99.96,2
51.01,0.34,3.99,7.31,16.06,0.18,20.1,0.38,0.15,99.52,2
51.55,0.19,3.35,8.26,16.17,0.3,19.13,0.34,0.1,99.39,2
51.82,0.18,3.71,3.34,17.29,0.009902832955,22.05,0.3,1.31,100.0099028,1
52.4,0.19,3.22,3.6,17.71,0.11,21.58,0.28,0.86,99.95,1
51.13,0.16,4.1,4.21,15.94,0.005004676187,23.56,0.26,0.71,100.0750047,5
50.77,0.17,4.08,4.56,16.2,0.1,23.03,0.25,0.35,99.51,2
51.76,0.26,3.5,5.55,16.44,0.12,20.89,0.4,0.5,99.42,1
50.72,0.26,4.05,5.63,16.49,0.1,22.3,0.21,0.09,99.85,2
50.59,0.29,4.98,5.69,15.53,0.11,22.3,0.37,0.49,100.35,1
52.03,0.31,3.3,5.73,16.94,0.17,20.42,0.36,0.37,99.63,1
50.55,0.29,4.74,5.87,16.14,0.16,20.78,0.35,0.45,99.33,2
51.82,0.24,4.05,5.95,17.25,0.15,20.57,0.36,0.4,100.79,2
52.33,0.15,3.24,6.81,16.97,0.3,20.22,0.33,0.09,100.44,2
51.19,0.43,3.68,6.89,15.89,0.18,21.1,0.42,0.28,100.06,1
51.52,0.34,3.78,6.91,16.95,0.2,19.79,0.4,0.38,100.27,2
52.03,0.5,3.14,7.12,16.58,0.22,19.96,0.41,0.27,100.23,1
51.27,0.38,3.85,7.16,16.45,0.2,19.41,0.44,0.26,99.42,2
48.77,0.41,5.71,7.2,15.27,0.18,20.93,0.36,0.12,98.95,2
50.11,0.36,5.48,7.28,16.15,0.16,19.01,0.52,0.31,99.38,5
51.5,0.38,4.84,7.42,17.01,0.18,18.31,0.5,0.2,100.34,5
50.9,0.39,4.97,7.48,16.1,0.19,19.1,0.55,0.22,99.9,5
51.58,0.45,3.18,7.49,16.57,0.2,19.96,0.37,0.26,100.06,1
51.93,0.56,3.1,7.63,16.33,0.22,20.01,0.41,0.22,100.41,1
51.45,0.47,3.43,7.67,16.61,0.24,18.99,0.42,0.25,99.53,2
50.89,0.44,4.89,8.39,16.36,0.2,18.1,0.59,0.17,100.03,5
47.38,3.13,6.38,6.080262,17.6,0.17,18.62,0.32,0.005603826004,99.68586583,0.001
46.77,4.24,5.7,6.500722,13.86,0.16,21.89,0.4,0.006468534382,99.52719053,0.001
47.03,4.2,8.94,5.34,16.84,0.13,16.76,0.42,0.009839771178,99.66983977,5
47.42,4.42,7.25,5.37,16.45,0.13,18.11,0.52,0.006389452463,99.67638945,5
46.99,5.08,7.18,6.7,13.17,0.15,19.94,0.61,0.00582251169,99.82582251,5
46.1,4.95,8.78,6.78,12.7,0.16,19.4,0.85,0.005136067852,99.72513607,9.1
47.01,4.65,8.32,7.03,12.63,0.14,19.03,0.97,0.00007490732769,99.78007491,9.1
49.74,1.63,3.58,10.396334,16.31,0.24,17.73,0.33,0.001907276338,99.95824128,0.001
50.32,1.28,3.31,10.935452,16.84,0.26,16.61,0.3,0.004837075288,99.86028908,0.001
50.3,1.81,3.03,11.508698,16.96,0.37,15.61,0.24,0.001534818912,99.83023282,0.001
49.97,2.58,3.95,12.25,15.83,0.41,14.52,0.41,0.004664290168,99.92466429,5
44.51,0.46,25.76,3.48,5.05,0.08,17.53,3.12,0.01,100,27
48.57,0.52,15.75,6.08,9.44,0.13,19.31,1.94,0.08,101.82,20
52.3,0.77,3.26,8.7,14.97,0.21,20.24,0.53,0.06,101.04,10
48.72,0.77,11.66,9.81,15.19,0.19,12.92,1.15,0.22,100.63,15
49.42,0.72,11.21,10.36,16.23,0.22,11.81,0.98,0.27,101.22,13
49.71,0.65,11.4,11.24,15.77,0.21,11.29,1.07,0.17,101.51,15
50.01,0.59,7.84,12,19.71,0.23,8.8,0.6,0.29,100.07,11.5
49.04,1.14,9.57,13.02,17.69,0.24,9.47,0.75,0.15,101.07,13
51.22,0.82,4.01,5.55,14.81,0.1,24.15,0.11,0.007227920715,100.7772279,5
51.06,0.76,3.89,5.77,15.04,0.08,23.92,0.14,0.007878720608,100.6678787,5
46.33,1.08,8.27,8.24,12.4,0.22,22.87,0.31,0.002708327837,99.72270833,5
44.94,1.2,9.86,8.88,11.38,0.2,22.9,0.39,0.009300838352,99.75930084,5
46.85,1.16,7.26,8.97,12.17,0.14,22.81,0.4,0.002934730466,99.76293473,5
46.29,1.04,9.87,7.34,11.14,0.14,22.89,0.23,0.07,99.01,5
46.1,1.1,9.4,7.42,11.24,0.17,23.96,0.22,0.04,99.65,5
46.33,1.08,8.27,8.24,12.4,0.22,22.87,0.31,0.08,99.8,5
46.85,1.16,7.26,8.97,12.17,0.14,22.81,0.4,0.04,99.8,5
51.8,0.54,2.81,6.06,14.98,0.13,22.22,0.24,0.002359511135,98.78235951,5.122
52.53,0.53,2.52,6.07,15.68,0.14,23.25,0.2,0.0004649017179,100.9204649,4.996
51.79,0.55,2.38,7.22,15.82,0.17,22.12,0.2,0.003644115389,100.2536441,4.953
50.41,0.77,4.55,7.46,13.86,0.15,21.27,0.32,0.006186888682,98.79618689,5.122
49.63,1.03,5.21,7.67,13.66,0.13,20.66,0.36,0.004996445451,98.35499645,5.122
50.97,0.7,3.59,7.76,14.51,0.12,21.33,0.26,0.003102715491,99.24310272,4.996
49.43,1.12,6.33,8.24,14.05,0.32,19.48,0.71,0.005875110795,99.68587511,5
46.96,1.35,6.75,8.29,13.32,0.14,22.89,0.4,0.00739251623,100.1073925,5
46.49,1.35,8.15,8.62,12.7,0.16,22,0.53,0.006891908991,100.0068919,5
51.43,0.84,3.79,8.78,13.94,0.14,19.95,0.29,0.003797506065,99.16379751,4.996
49.98,0.87,4.9,9,14.96,0.26,19.76,0.59,0.006196714828,100.3261967,5
47.38,2.29,6.83,9.1,14.35,0.1,17.7,0.79,0.0006530664766,98.54065307,4
48.09,2.13,5.95,9.1,14.94,0.05,18.59,0.63,0.002284658513,99.48228466,4
48.37,1.95,5.73,9.18,15.48,0.09,17.5,0.7,0.002287809695,99.00228781,4
48.53,2.14,6.2,9.41,14.87,0.08,17.95,0.66,0.003649623516,99.84364962,4
47.8,0.95,6.53,9.58,13.54,0.16,20.79,0.56,0.002799095629,99.9127991,5
47.81,1.12,6.51,9.7,12.68,0.19,21.58,0.44,0.003188485183,100.0331885,4.953
49.5,1.12,4.7,10.3,13.29,0.22,18.97,0.38,0.008761018563,98.48876102,4.996
46.91,1.31,7.06,11.35,12.47,0.18,20.05,0.48,0.001676760532,99.81167676,4.953
47.62,2.12,7.47,11.7,12.44,0.22,17.17,0.59,0.002087335233,99.33208734,4.893
47.83,2.17,6.99,11.72,12.42,0.17,17.23,0.59,0.009226461379,99.12922646,4.893
48.41,2.69,8.75,12.62,10.72,0.23,15.42,0.87,0.005409803286,99.7154098,4.929
48.97,1.91,7.69,12.98,10.53,0.23,17.03,0.9,0.006543000126,100.246543,4.929
48.94,2.01,5.76,13.06,11.89,0.26,17.19,0.51,0.005792924272,99.62579292,4.929
48.94,1.23,5.54,13.3,12.74,0.27,17.45,0.48,0.006086625428,99.95608663,4.953
52.5,0.22,5.52,4.93,20.7,0.34,15.6,0.35,0.57,100.73,10.5
50.2,0.61,11.5,3.77994,15.91,0.14,16.24,1.66,0.003761312867,100.0437013,15
50.8,0.8,11.4,3.82,15.99,0.16,15.4,1.84,0.004834240923,100.2148342,15
50.1,0.7,12,4.1,15.1,0.16,15.8,1.83,0.00988430725,99.79988431,15
50,0.22,11,4.42,16.7,0.13,17.2,0.66,0.004129594243,100.3341296,15
50.81,0.22,11.4,4.51,16.89,0.21,14.4,1.45,0.008623649124,99.89862365,15
49.98,0.22,11.5,4.63,16.89,0.1,17,0.69,0.005040997383,101.015041,15
50.2,0.12,9.95,5.22,17.76,0.14,16.66,0.02,0.004451908879,100.0744519,15
49.1,0.45,11.8,5.3,17.1,0.23,14.4,0.92,0.006877162572,99.30687716,15
49.3,0.51,11.7,5.373988,17.2,0.22,14.2,1.07,0.006004886184,99.57999289,15
49.9,0.28,11.6,5.5,16.4,0.16,16.3,0.71,0.002530937913,100.8525309,15
49,0.28,12.3,5.61,15.5,0.13,16.5,0.79,0.001038933337,100.1110389,15
48.9,0.2,11.1,6.7,17.1,0.17,14.9,0.38,0.005475577629,99.45547558,15
53.1,0.17,6,3.6,19,0.1,18,0.76,0.18,100.91,20
51.5,0.15,7.7,3.8,18.1,0.07,18.3,0.6,0.48,100.7,16
51.6,0.53,7.7,3.8,17.2,0.06,18.9,0.8,0.61,101.2,12
51.7,0.19,7.4,3.8,17.7,0.08,18.8,0.6,0.6,100.87,16
51,0.17,8,3.9,17.8,0.1,18.1,0.66,0.37,100.1,16
51.3,0.19,7.2,3.9,17.6,0.09,19.1,0.5,0.5,100.38,12
51.4,0.22,7.1,3.9,17.5,0.09,19.3,0.51,0.31,100.33,12
52,0.18,6.2,3.9,18,0.09,18.9,0.43,0.8,100.5,12
51.6,0.19,7.1,4.1,18.2,0.06,18.4,0.45,0.32,100.42,16
52.7,0.12,6.2,4.1,19.4,0.09,17.3,0.48,0.26,100.65,20
52.4,0.14,6,4.1,19.4,0.08,17.6,0.49,0.9,101.11,12
51.9,0.28,6.7,4.2,17.2,0.12,19.2,0.62,0.65,100.87,12
51.5,0.2,8.7,4.6,20.6,0.11,13.9,0.63,0.31,100.55,16
51.7,0.26,8.9,4.8,20.1,0.1,14.3,0.52,0.35,101.03,12
51.7,0.25,8.4,4.8,19.9,0.14,15,0.56,0.44,101.19,12
51.5,0.18,8,4.9,20.9,0.1,13.8,0.49,0.49,100.36,12
51.9,0.2,8.8,5.1,20.9,0.11,12.8,0.62,0.29,100.72,16
51.4,0.22,7.1,3.9,17.5,0.09,19.3,0.51,0.31,100.33,12
51.6,0.19,7.1,4.1,18.2,0.06,18.4,0.45,0.32,100.42,16
51.5,0.2,8.7,4.6,20.6,0.11,13.9,0.63,0.31,100.55,16
51.7,0.25,8.4,4.8,19.9,0.14,15,0.56,0.44,101.19,12
48.23,1.29,6.58,4.1,13.83,0.09,24.33,0.3,0.27,99.02,0
48.97,1.41,5.26,4.32,15.18,0.1,23.3,0.32,0.1,98.96,0
47.98,1.45,7.86,4.6,13.39,0.19,24.46,0.24,0.05,100.22,0
48.16,1.92,6.84,5.23,13.03,0.22,24.05,0.32,0.06,99.83,0
45.21,2.45,8.2,7.21,12.1,0.13,22.87,0.43,0.005975293066,98.60597529,0
49.22,0.67,1.12,24.51,1.9,1.05,20.59,0.96,0.004822805556,100.0248228,1
46.88,1.12,3.45,24.68,1.08,1.16,17.55,2.22,0.001217849076,98.14121785,1
49.03,0.69,1.07,24.74,1.3,1.07,18.97,2.25,0.007233603111,99.1272336,1
48.34,0.63,1.74,25.01,1.25,1.08,18.13,2.66,0.003227903278,98.8432279,1
48.78,0.61,1.08,25.24,1.4,1.06,19.8,1.56,0.005529306525,99.53552931,1
48.97,0.51,1.08,25.28,1.51,1.15,19.36,1.78,0.005220543715,99.64522054,1
48.33,0.87,0.94,25.47,1.03,0.93,19.57,1.85,0.002337759319,98.99233776,1
49.04,0.53,0.88,25.52,1.04,1.05,17.69,2.88,0.004149556275,98.63414956,1
