SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MgO_Cpx,MnO_Cpx,CaO_Cpx,Na2O_Cpx,Cr2O3_Cpx,Total_Cpx,P_kbar
49.09,1.38,5.71,6.35,14.15,0.15,20.19,0.32,0.007133986933,97.34713399,4.3
48.48,1.33,4.38,6.98,14.36,0.17,19.84,0.31,0.009213458884,95.85921346,4.3
48.06,2.35,5.74,7.23,13.14,0.19,20,0.35,0.001448569533,97.06144857,4.3
49.41,1.87,4.35,8.36,13.59,0.18,20.07,0.4,0.005637234582,98.23563723,4.3
51.5,0.72,2.92,6.36,16.7,0.16,20.8,0.21,0.0003060250471,99.37030603,0
52.3,0.72,2.5,6.4,17,0.15,20.2,0.24,0.007079291752,99.51707929,0
51.8,0.76,2.83,6.7,16.6,0.15,20.1,0.27,0.001718377806,99.21171838,0
51.7,0.27,2.38,6.84,17.6,0.17,19.7,0.16,0.008712689758,98.82871269,0
51.7,1.1,2.84,7.29,15.7,0.13,20.6,0.28,0.001588974518,99.64158897,0
52.1,0.96,2.48,8.06,16.3,0.21,19.5,0.21,0.001375021051,99.82137502,0
51.3,1.28,2.86,8.89,16.3,0.18,18.8,0.32,0.004487022488,99.93448702,0
51.5,1.17,2.57,9.16,15.9,0.18,18.9,0.25,0.0008215724695,99.63082157,0
49.5,1.74,3.91,9.43,13.9,0.23,20.2,0.37,0.006409326147,99.28640933,0
50.6,1.42,3.16,9.47,14.8,0.22,19.9,0.31,0.008752090984,99.88875209,0
51,1.27,3.14,9.7,15.2,0.24,18,0.31,0.007833862504,98.86783386,0
51.2,1.5,2.28,10.2,15.6,0.24,18.1,0.23,0.005276297873,99.3552763,0
50.8,1.43,2.69,10.5,14.7,0.24,18.7,0.3,0.001035762973,99.36103576,0
49.53,0.53,11.83,6.01,12.89,0.006529773948,16.67,2.02,0.008576538797,99.49510631,30
